OBJECTID1,OBJECTID,COUNT,SHAPE_Length,SHAPE_Area
739,2271,1,1999.999937,249999.9842
740,2304,2,1999.999937,249999.9842
741,2612,1,2000.000593,250000.1483
742,2556,2,1999.999937,249999.9842
743,2580,2,2000.000593,250000.1483
744,2540,2,1999.999937,249999.9842
745,2775,2,1999.999937,249999.9842
746,2538,2,1999.999937,249999.9842
747,2412,1,1999.999937,249999.9842
748,2668,3,1999.999937,249999.9842
749,2667,18,1999.999937,249999.9842
750,2434,1,1999.999937,249999.9842
751,2830,1,1999.999937,249999.9842
752,2791,2,1999.999937,249999.9842
753,2828,5,1999.999937,249999.9842
754,2299,1,1999.999937,249999.9842
755,2593,1,2000.000593,250000.1483
756,2705,2,1999.999937,249999.9842
757,2395,4,1999.999937,249999.9842
758,2634,2,1999.999937,249999.9842
759,2581,2,2000.000593,250000.1483
760,2590,1,2000.000593,250000.1483
761,2606,6,2000.000593,250000.1483
762,2638,2,1999.999937,249999.9842
763,2278,1,1999.999937,249999.9842
764,2510,1,1999.999937,249999.9842
765,2742,2,2000.000593,250000.1483
766,2815,1,1999.999937,249999.9843
767,2462,2,1999.999937,249999.9842
768,2453,1,1999.999937,249999.9842
769,2509,1,2000.000593,250000.1483
770,2362,4,1999.999937,249999.9842
771,2356,4,1999.999937,249999.9842
772,2793,3,1999.999937,249999.9842
773,2407,2,1999.999937,249999.9842
774,2360,2,1999.999937,249999.9842
775,2635,4,1999.999937,249999.9842
776,2322,1,2000.000593,250000.1483
777,2498,1,1999.999937,249999.9842
778,2579,1,2000.001249,250000.3123
779,2664,1,1999.999937,249999.9843
780,2492,1,1999.999937,249999.9842
781,2446,2,1999.999937,249999.9842
782,2535,10,1999.999937,249999.9842
783,2368,2,1999.999937,249999.9842
784,2435,6,1999.999937,249999.9842
785,2582,1,2000.000593,250000.1483
786,2386,2,1999.999937,249999.9842
787,2677,3,1999.999937,249999.9842
788,2573,1,2000.000593,250000.1483
789,2555,1,1999.999937,249999.9842
790,2807,2,1999.999937,249999.9842
791,2495,1,1999.999937,249999.9842
792,2314,1,1999.999937,249999.9842
793,2398,3,1999.999937,249999.9842
794,2413,1,2000.000593,250000.1483
795,2591,1,2000.000593,250000.1483
796,2370,2,1999.999937,249999.9842
797,2298,4,1999.999937,249999.9842
798,2763,6,2000.000593,250000.1483
799,2405,2,1999.999937,249999.9842
800,2603,2,2000.000593,250000.1483
801,2353,8,1999.999937,249999.9842
802,2786,1,1999.999937,249999.9842
803,2408,1,1999.999937,249999.9842
804,2273,2,1999.999937,249999.9842
805,2680,2,1999.999937,249999.9842
806,2268,2,1999.999937,249999.9842
807,2377,2,1999.999937,249999.9842
808,2441,1,1999.999937,249999.9842
809,2319,1,1999.999937,249999.9842
810,2578,2,2000.000593,250000.1483
811,2623,2,1999.999937,249999.9843
812,2665,2,2000.000593,250000.1483
813,2600,1,2000.001249,250000.3123
814,2756,2,1999.999937,249999.9842
815,2402,2,1999.999937,249999.9842
816,2820,1,1999.999937,249999.9842
817,2662,1,1999.999937,249999.9842
818,2765,12,1999.999937,249999.9842
819,2719,2,1999.999937,249999.9842
820,2554,1,2000.000593,250000.1483
821,2584,1,2000.000593,250000.1483
822,2460,1,1999.999937,249999.9842
823,2447,1,1999.999937,249999.9842
824,2597,1,2000.000593,250000.1483
825,2760,1,1999.999937,249999.9842
826,2463,1,1999.999937,249999.9842
827,2728,2,1999.999937,249999.9842
828,2297,1,1999.999937,249999.9842
829,2660,1,1999.999937,249999.9842
830,2755,1,1999.999937,249999.9842
831,2644,1,1999.999937,249999.9842
832,2416,4,1999.999937,249999.9842
833,2491,1,1999.999937,249999.9842
834,2586,1,2000.000593,250000.1483
835,2466,1,1999.999937,249999.9842
836,2341,1,1999.999937,249999.9842
837,2363,4,1999.999937,249999.9842
838,2552,2,1999.999937,249999.9843
839,2676,2,1999.999937,249999.9842
840,2679,1,1999.999937,249999.9842
841,2351,1,1999.999937,249999.9842
842,2663,3,1999.999937,249999.9842
843,2507,1,1999.999937,249999.9843
844,2687,2,1999.999937,249999.9842
845,2648,1,1999.999937,249999.9842
846,2559,3,1999.999937,249999.9842
847,2743,2,1999.999937,249999.9842
848,2721,1,1999.999937,249999.9842
849,2605,2,2000.000593,250000.1483
850,2720,3,1999.999937,249999.9842
851,2689,1,1999.999937,249999.9842
852,2669,1,1999.999937,249999.9842
853,2461,2,2000.000593,250000.1483
854,2682,1,1999.999937,249999.9842
855,2410,1,1999.999937,249999.9842
856,2303,2,1999.999937,249999.9842
857,2323,1,1999.999937,249999.9842
858,2440,2,2000.000593,250000.1483
859,2767,2,1999.999937,249999.9842
860,2487,1,1999.999937,249999.9843
861,2504,2,1999.999937,249999.9842
862,2790,2,1999.999937,249999.9842
863,2442,1,1999.999937,249999.9842
864,2746,1,1999.999937,249999.9842
865,2512,5,1999.999937,249999.9842
866,2543,4,1999.999937,249999.9842
867,2418,2,1999.999937,249999.9842
868,2409,1,1999.999937,249999.9842
869,2596,2,2000.000593,250000.1483
870,2508,3,1999.999937,249999.9842
871,2647,2,1999.999937,249999.9842
872,2274,1,1999.999937,249999.9843
873,2523,4,1999.999937,249999.9842
874,2539,1,1999.999937,249999.9842
875,2724,2,1999.999937,249999.9842
876,2814,2,1999.999937,249999.9842
877,2588,6,2000.000593,250000.1483
878,2681,1,1999.999937,249999.9842
879,2514,3,1999.999937,249999.9842
880,2799,10,1999.999937,249999.9842
881,2779,2,2000.000593,250000.1483
882,2272,3,1999.999937,249999.9842
883,2503,3,1999.999937,249999.9842
884,2454,1,1999.999937,249999.9842
885,2691,2,1999.999937,249999.9842
886,2826,1,1999.999937,249999.9842
887,2488,1,2000.000593,250000.1483
888,2315,2,1999.999937,249999.9842
889,2806,3,1999.999937,249999.9842
890,2818,1,1999.999937,249999.9842
891,2639,1,1999.999937,249999.9842
892,2357,1,1999.999937,249999.9842
893,2706,3,1999.999937,249999.9842
894,2313,5,1999.999937,249999.9842
895,2406,2,1999.999937,249999.9842
896,2732,1,1999.999937,249999.9842
897,2281,5,1999.999937,249999.9842
898,2776,3,1999.999937,249999.9842
899,2764,1,1999.999937,249999.9842
900,2350,2,1999.999937,249999.9842
901,2286,1,1999.999937,249999.9842
902,2690,2,1999.999937,249999.9842
903,2568,2,1999.999937,249999.9842
904,2448,1,1999.999937,249999.9842
905,2643,1,1999.999937,249999.9843
906,2673,1,1999.999937,249999.9842
907,2821,1,1999.999937,249999.9842
908,2558,4,1999.999937,249999.9842
909,2358,1,1999.999937,249999.9842
910,2797,1,1999.999937,249999.9842
911,2565,2,1999.999937,249999.9842
912,2778,2,1999.999937,249999.9843
913,2511,1,1999.999937,249999.9842
914,2594,1,2000.000593,250000.1483
915,2789,1,1999.999937,249999.9842
916,2823,1,1999.999937,249999.9842
917,2282,1,1999.999937,249999.9842
918,2642,3,1999.999937,249999.9842
919,2674,1,1999.999937,249999.9842
920,2393,1,1999.999937,249999.9842
921,2626,1,1999.999937,249999.9842
922,2419,1,1999.999937,249999.9842
923,2373,1,1999.999937,249999.9842
924,2536,2,1999.999937,249999.9842
925,2625,1,1999.999937,249999.9842
926,2666,1,1999.999937,249999.9842
927,2355,2,1999.999937,249999.9842
928,2713,4,1999.999937,249999.9842
929,2470,1,1999.999937,249999.9842
930,2715,2,1999.999937,249999.9842
931,2326,1,1999.999937,249999.9842
932,2829,2,1999.999937,249999.9842
933,2343,1,1999.999937,249999.9842
934,2761,2,1999.999937,249999.9843
935,2762,1,1999.999937,249999.9842
936,2549,1,1999.999937,249999.9842
937,2604,2,2000.000593,250000.1483
938,2328,1,1999.999937,249999.9842
939,2312,1,1999.999937,249999.9842
940,2587,1,2000.000593,250000.1483
941,2946,1,1999.999937,249999.9842
942,2881,1,1999.999937,249999.9843
943,3040,4,1999.999937,249999.9842
944,2966,3,1999.999937,249999.9842
945,3133,4,1999.999937,249999.9842
946,3314,4,1999.999937,249999.9843
947,3204,14,1999.999937,249999.9842
948,3146,6,1999.999937,249999.9842
949,3015,11,1999.999937,249999.9842
950,3075,1,1999.999937,249999.9842
951,3042,3,1999.999937,249999.9842
952,3250,4,1999.999937,249999.9842
953,3258,1,1999.999937,249999.9842
954,3319,2,1999.999937,249999.9842
955,3193,4,1999.999937,249999.9842
956,3135,4,1999.999937,249999.9842
957,3079,2,1999.999937,249999.9842
958,2910,4,2000.000593,250000.1483
959,3344,5,1999.999937,249999.9842
960,3203,10,1999.999937,249999.9842
961,3083,1,1999.999937,249999.9842
962,3087,1,1999.999937,249999.9842
963,2932,1,2000.000593,250000.1483
964,3184,3,1999.999937,249999.9842
965,3292,2,1999.999937,249999.9842
966,3070,2,1999.999937,249999.9842
967,3206,6,1999.999937,249999.9842
968,3099,1,2000.000593,250000.1483
969,2844,1,1999.999937,249999.9842
970,2888,1,1999.999937,249999.9843
971,3398,1,1999.999937,249999.9842
972,3171,1,2000.000593,250000.1483
973,3152,2,2000.000593,250000.1483
974,2992,7,1999.999937,249999.9842
975,3300,3,2000.000593,250000.1483
976,2914,1,1999.999937,249999.9842
977,3296,3,1999.999937,249999.9842
978,3308,4,1999.999937,249999.9842
979,3385,1,1999.999937,249999.9842
980,2912,4,1999.999937,249999.9842
981,3149,4,1999.999937,249999.9842
982,3362,1,1999.999937,249999.9842
983,3297,3,1999.999937,249999.9842
984,2891,2,1999.999937,249999.9842
985,3390,1,1999.999937,249999.9842
986,2968,2,1999.999937,249999.9842
987,2980,3,1999.999937,249999.9842
988,3332,1,1999.999937,249999.9842
989,3044,6,1999.999937,249999.9842
990,2922,3,1999.999937,249999.9842
991,3092,5,1999.999937,249999.9842
992,2882,1,1999.999937,249999.9843
993,3262,3,1999.999937,249999.9843
994,2915,1,1999.999937,249999.9842
995,3185,2,1999.999937,249999.9842
996,3159,1,1999.999937,249999.9842
997,2975,3,1999.999937,249999.9842
998,3252,5,1999.999937,249999.9842
999,2945,1,1999.999937,249999.9842
1000,3190,1,1999.999937,249999.9842
1001,3198,2,1999.999937,249999.9842
1002,2902,2,1999.999937,249999.9842
1003,3063,2,1999.999937,249999.9842
1004,3347,7,1999.999937,249999.9842
1005,2927,3,1999.999937,249999.9842
1006,3302,3,1999.999937,249999.9842
1007,2907,3,1999.999937,249999.9842
1008,3136,7,1999.999937,249999.9842
1009,3241,1,1999.999937,249999.9842
1010,3137,2,1999.999937,249999.9842
1011,3084,2,1999.999937,249999.9842
1012,2988,1,1999.999937,249999.9842
1013,3399,4,1999.999937,249999.9842
1014,3310,2,1999.999937,249999.9842
1015,3126,9,1999.999937,249999.9842
1016,3298,4,2000.000593,250000.1483
1017,3048,1,2000.000593,250000.1483
1018,3182,1,1999.999937,249999.9842
1019,3078,1,2000.000593,250000.1483
1020,3359,5,2000.000593,250000.1483
1021,2908,23,1999.999937,249999.9843
1022,3263,3,1999.999937,249999.9842
1023,3315,2,1999.999937,249999.9842
1024,2893,2,1999.999937,249999.9842
1025,3339,1,1999.999937,249999.9842
1026,3322,1,1999.999937,249999.9842
1027,2857,4,1999.999937,249999.9843
1028,3014,1,1999.999937,249999.9842
1029,2943,7,1999.999937,249999.9842
1030,2864,3,1999.999937,249999.9843
1031,3121,1,1999.999937,249999.9842
1032,3312,6,1999.999937,249999.9842
1033,3016,1,1999.999937,249999.9843
1034,3261,1,1999.999937,249999.9842
1035,2883,1,1999.999937,249999.9843
1036,3317,3,1999.999937,249999.9842
1037,3010,3,1999.999937,249999.9842
1038,3388,5,1999.999937,249999.9842
1039,3396,10,1999.999937,249999.9842
1040,2964,9,1999.999937,249999.9842
1041,3109,2,1999.999937,249999.9842
1042,3176,3,1999.999937,249999.9842
1043,3006,1,1999.999937,249999.9842
1044,2889,3,2000.000593,250000.1483
1045,3106,1,1999.999937,249999.9842
1046,2920,2,1999.999937,249999.9842
1047,3030,3,1999.999937,249999.9842
1048,3246,1,1999.999937,249999.9842
1049,2909,3,1999.999937,249999.9842
1050,3383,5,2000.000593,250000.1483
1051,3303,2,1999.999937,249999.9842
1052,2931,1,1999.999937,249999.9843
1053,2961,3,1999.999937,249999.9842
1054,2868,1,1999.999937,249999.9843
1055,3212,3,1999.999937,249999.9842
1056,2869,1,1999.999937,249999.9843
1057,3356,3,1999.999937,249999.9842
1058,3093,3,1999.999937,249999.9842
1059,3161,5,1999.999937,249999.9842
1060,3382,1,1999.999937,249999.9842
1061,3215,8,1999.999937,249999.9842
1062,2841,1,1999.999937,249999.9842
1063,3157,1,1999.999937,249999.9842
1064,2979,5,1999.999937,249999.9842
1065,3272,1,1999.999937,249999.9842
1066,2876,14,1999.999937,249999.9843
1067,3247,1,2000.000593,250000.1483
1068,3059,3,1999.999937,249999.9842
1069,2911,7,1999.999937,249999.9842
1070,2990,5,1999.999937,249999.9842
1071,3058,3,1999.999937,249999.9842
1072,3386,1,2000.000593,250000.1483
1073,3112,2,1999.999937,249999.9842
1074,3166,1,1999.999937,249999.9842
1075,3138,1,1999.999937,249999.9842
1076,2973,5,2000.000593,250000.1483
1077,2987,3,1999.999937,249999.9842
1078,3096,6,1999.999937,249999.9842
1079,2934,1,1999.999937,249999.9842
1080,2843,1,1999.999937,249999.9842
1081,3111,2,1999.999937,249999.9842
1082,3245,2,1999.999937,249999.9842
1083,3342,3,1999.999937,249999.9842
1084,3286,1,1999.999937,249999.9842
1085,3041,3,1999.999937,249999.9842
1086,3348,3,1999.999937,249999.9842
1087,2859,2,1999.999937,249999.9843
1088,3394,11,1999.999937,249999.9842
1089,2858,2,1999.999937,249999.9843
1090,3346,1,1999.999937,249999.9842
1091,2929,2,1999.999937,249999.9842
1092,2894,2,1999.999937,249999.9842
1093,2904,3,1999.999937,249999.9842
1094,3177,1,1999.999937,249999.9842
1095,3400,7,1999.999937,249999.9842
1096,3276,1,1999.999937,249999.9842
1097,3011,5,1999.999937,249999.9842
1098,2916,2,1999.999937,249999.9842
1099,2950,10,1999.999937,249999.9842
1100,3179,1,1999.999937,249999.9842
1101,3142,3,1999.999937,249999.9842
1102,3255,12,1999.999937,249999.9842
1103,3199,10,1999.999937,249999.9842
1104,3352,1,1999.999937,249999.9842
1105,3188,1,2000.000593,250000.1483
1106,2887,2,1999.999937,249999.9842
1107,3242,1,1999.999937,249999.9842
1108,3349,2,1999.999937,249999.9842
1109,2856,2,1999.999937,249999.9843
1110,3363,3,1999.999937,249999.9842
1111,2982,2,1999.999937,249999.9842
1112,3165,1,1999.999937,249999.9842
1113,2969,2,1999.999937,249999.9842
1114,3082,1,1999.999937,249999.9842
1115,2872,7,1999.999937,249999.9843
1116,3090,3,1999.999937,249999.9842
1117,2976,3,1999.999937,249999.9843
1118,3341,3,1999.999937,249999.9842
1119,2849,1,1999.999937,249999.9843
1120,3266,2,1999.999937,249999.9842
1121,3256,3,1999.999937,249999.9842
1122,3167,1,1999.999937,249999.9842
1123,2865,1,1999.999937,249999.9843
1124,3301,3,1999.999937,249999.9842
1125,3069,1,1999.999937,249999.9842
1126,3129,5,1999.999937,249999.9842
1127,3032,1,1999.999937,249999.9842
1128,2926,3,1999.999937,249999.9842
1129,3316,3,2000.000593,250000.1483
1130,3107,3,1999.999937,249999.9842
1131,2994,10,1999.999937,249999.9842
1132,3108,4,1999.999937,249999.9842
1133,3076,2,1999.999937,249999.9842
1134,3025,6,1999.999937,249999.9842
1135,3012,1,1999.999937,249999.9842
1136,3278,1,1999.999937,249999.9842
1137,3307,3,1999.999937,249999.9842
1138,2951,23,1999.999937,249999.9843
1139,3086,1,1999.999937,249999.9842
1140,3139,1,1999.999937,249999.9842
1141,3273,3,1999.999937,249999.9842
1142,3194,1,1999.999937,249999.9842
1143,3163,1,1999.999937,249999.9842
1144,2873,1,1999.999937,249999.9843
1145,3345,1,1999.999937,249999.9842
1146,3393,5,1999.999937,249999.9842
1147,3043,6,1999.999937,249999.9842
1148,2967,2,1999.999937,249999.9842
1149,3210,3,1999.999937,249999.9842
1150,2898,2,1999.999937,249999.9842
1151,3254,2,1999.999937,249999.9842
1152,2901,8,1999.999937,249999.9842
1153,2919,1,1999.999937,249999.9842
1154,3360,1,1999.999937,249999.9842
1155,3207,2,2000.000593,250000.1483
1156,3228,1,1999.999937,249999.9842
1157,3089,2,1999.999937,249999.9842
1158,2905,2,1999.999937,249999.9842
1159,3269,2,1999.999937,249999.9842
1160,3214,1,1999.999937,249999.9842
1161,3350,6,1999.999937,249999.9842
1162,3355,3,1999.999937,249999.9842
1163,3340,5,2000.000593,250000.1483
1164,3027,1,2000.000593,250000.1483
1165,2900,1,1999.999937,249999.9842
1166,3005,3,1999.999937,249999.9842
1167,3178,1,1999.999937,249999.9842
1168,3056,2,1999.999937,249999.9842
1169,2886,5,1999.999937,249999.9842
1170,3088,4,1999.999937,249999.9842
1171,2917,6,1999.999937,249999.9842
1172,2863,1,1999.999937,249999.9843
1173,3026,4,1999.999937,249999.9843
1174,3384,5,1999.999937,249999.9842
1175,3391,4,1999.999937,249999.9842
1176,2838,2,1999.999937,249999.9842
1177,3115,3,1999.999937,249999.9842
1178,3271,6,1999.999937,249999.9842
1179,3145,2,1999.999937,249999.9842
1180,3118,2,1999.999937,249999.9842
1181,3205,8,1999.999937,249999.9843
1182,3031,3,1999.999937,249999.9842
1183,2853,3,1999.999937,249999.9843
1184,3038,2,1999.999937,249999.9842
1185,3143,2,1999.999937,249999.9842
1186,3095,2,1999.999937,249999.9842
1187,2970,5,1999.999937,249999.9842
1188,2921,3,1999.999937,249999.9842
1189,3127,3,1999.999937,249999.9842
1190,2996,2,1999.999937,249999.9843
1191,2848,4,1999.999937,249999.9843
1192,3257,1,1999.999937,249999.9842
1193,3305,1,1999.999937,249999.9842
1194,3389,3,1999.999937,249999.9842
1195,2924,1,1999.999937,249999.9842
1196,3320,3,1999.999937,249999.9842
1197,3077,3,1999.999937,249999.9843
1198,3200,11,1999.999937,249999.9842
1199,2993,6,1999.999937,249999.9842
1200,2874,10,1999.999937,249999.9843
1201,2936,1,1999.999937,249999.9842
1202,3100,1,1999.999937,249999.9842
1203,3018,2,2000.000593,250000.1483
1204,2862,4,1999.999937,249999.9843
1205,3181,3,1999.999937,249999.9842
1206,3064,2,1999.999937,249999.9842
1207,2892,4,1999.999937,249999.9842
1208,2949,1,1999.999937,249999.9842
1209,2918,1,1999.999937,249999.9842
1210,3299,11,1999.999937,249999.9842
1211,3037,6,1999.999937,249999.9842
1212,3358,1,1999.999937,249999.9842
1213,3113,3,1999.999937,249999.9842
1214,3094,4,1999.999937,249999.9842
1215,3062,2,1999.999937,249999.9842
1216,3289,1,1999.999937,249999.9842
1217,3249,1,2000.000593,250000.1483
1218,2991,1,1999.999937,249999.9842
1219,3216,1,1999.999937,249999.9842
1220,2850,2,2000.000593,250000.1483
1221,2854,2,1999.999937,249999.9843
1222,3013,1,1999.999937,249999.9842
1223,3003,1,1999.999937,249999.9842
1224,3158,2,1999.999937,249999.9842
1225,2952,16,1999.999937,249999.9842
1226,3221,2,1999.999937,249999.9842
1227,3354,1,1999.999937,249999.9842
1228,2977,6,2000.000593,250000.1483
1229,2877,3,1999.999937,249999.9843
1230,3387,2,1999.999937,249999.9842
1231,2925,2,1999.999937,249999.9842
1232,2984,2,1999.999937,249999.9842
1233,3008,2,1999.999937,249999.9842
1234,3192,1,1999.999937,249999.9842
1235,2866,7,1999.999937,249999.9843
1236,2981,2,1999.999937,249999.9842
1237,2939,1,1999.999937,249999.9842
1238,2923,7,1999.999937,249999.9842
1239,2867,1,1999.999937,249999.9843
1240,3144,3,1999.999937,249999.9842
1241,3033,2,1999.999937,249999.9842
1242,3183,1,1999.999937,249999.9842
1243,3253,6,1999.999937,249999.9842
1244,2986,1,1999.999937,249999.9842
1245,2861,19,1999.999937,249999.9843
1246,3036,1,1999.999937,249999.9842
1247,2944,2,1999.999937,249999.9842
1248,3219,1,1999.999937,249999.9842
1249,3395,4,1999.999937,249999.9842
1250,3311,2,1999.999937,249999.9842
1251,3007,3,1999.999937,249999.9842
1252,2933,1,1999.999937,249999.9842
1253,2998,2,2000.000593,250000.1483
1254,2885,2,1999.999937,249999.9842
1255,3306,11,1999.999937,249999.9842
1256,2835,1,1999.999937,249999.9843
1257,3381,1,1999.999937,249999.9842
1258,3150,2,1999.999937,249999.9843
1259,2836,4,1999.999937,249999.9842
1260,3270,1,1999.999937,249999.9842
1261,2875,10,1999.999937,249999.9843
1262,3239,3,1999.999937,249999.9842
1263,3114,1,1999.999937,249999.9842
1264,3122,4,1999.999937,249999.9842
1265,2878,6,1999.999937,249999.9843
1266,2962,2,1999.999937,249999.9842
1267,2930,6,1999.999937,249999.9842
1268,3120,1,1999.999937,249999.9842
1269,3259,2,1999.999937,249999.9842
1270,2903,6,1999.999937,249999.9842
1271,3128,2,1999.999937,249999.9842
1272,3180,3,1999.999937,249999.9842
1273,2851,1,1999.999937,249999.9843
1274,2860,2,1999.999937,249999.9843
1275,3131,3,2000.000593,250000.1483
1276,3309,7,1999.999937,249999.9842
1277,2953,1,2000.000593,250000.1483
1278,2890,4,1999.999937,249999.9842
1279,2840,2,1999.999937,249999.9842
1280,3401,1,1999.999937,249999.9842
1281,3304,2,1999.999937,249999.9842
1282,3147,3,1999.999937,249999.9842
1283,3351,7,1999.999937,249999.9842
1284,3119,1,2000.000593,250000.1483
1285,2941,2,1999.999937,249999.9842
1286,2842,4,1999.999937,249999.9842
1287,3187,4,1999.999937,249999.9843
1288,3029,3,1999.999937,249999.9842
1289,3057,1,1999.999937,249999.9842
1290,3148,3,1999.999937,249999.9842
1291,2971,3,1999.999937,249999.9843
1292,2958,1,1999.999937,249999.9842
1293,3162,1,1999.999937,249999.9842
1294,3201,6,1999.999937,249999.9842
1295,3294,12,1999.999937,249999.9842
1296,3067,1,1999.999937,249999.9842
1297,2995,3,1999.999937,249999.9842
1298,3353,4,1999.999937,249999.9842
1299,3060,3,1999.999937,249999.9842
1300,3378,2,1999.999937,249999.9842
1301,3251,1,1999.999937,249999.9842
1302,3202,5,1999.999937,249999.9842
1303,3260,4,1999.999937,249999.9842
1304,2896,12,1999.999937,249999.9842
1305,3039,1,1999.999937,249999.9842
1306,3458,1,1999.999937,249999.9842
1307,3864,3,1999.999937,249999.9843
1308,3658,2,1999.999937,249999.9842
1309,3547,2,1999.999937,249999.9842
1310,3778,1,1999.999937,249999.9842
1311,3618,1,2000.000593,250000.1483
1312,3735,4,1999.999937,249999.9842
1313,3570,8,1999.999937,249999.9842
1314,3906,1,1999.999937,249999.9842
1315,3403,4,1999.999937,249999.9842
1316,3466,5,1999.999937,249999.9842
1317,3655,4,1999.999937,249999.9842
1318,3661,1,1999.999937,249999.9842
1319,3588,1,1999.999937,249999.9842
1320,3571,7,1999.999937,249999.9842
1321,3439,1,1999.999937,249999.9842
1322,3619,3,1999.999937,249999.9842
1323,3602,1,1999.999937,249999.9842
1324,3566,1,1999.999937,249999.9842
1325,3450,2,1999.999937,249999.9842
1326,3518,3,2000.000593,250000.1483
1327,3678,7,1999.999937,249999.9842
1328,3578,2,1999.999937,249999.9842
1329,3693,6,1999.999937,249999.9842
1330,3967,1,1999.999937,249999.9842
1331,3406,2,1999.999937,249999.9842
1332,3690,3,1999.999937,249999.9842
1333,3824,3,1999.999937,249999.9842
1334,3712,2,1999.999937,249999.9842
1335,3745,1,1999.999937,249999.9842
1336,3879,1,1999.999937,249999.9843
1337,3758,1,1999.999937,249999.9842
1338,3413,1,1999.999937,249999.9842
1339,3614,2,1999.999937,249999.9842
1340,3841,2,1999.999937,249999.9842
1341,3872,1,1999.999937,249999.9843
1342,3557,2,2000.000593,250000.1483
1343,3743,3,1999.999937,249999.9842
1344,3630,5,1999.999937,249999.9842
1345,3927,3,1999.999937,249999.9842
1346,3720,1,1999.999937,249999.9842
1347,3839,13,1999.999937,249999.9842
1348,3554,2,1999.999937,249999.9842
1349,3447,9,1999.999937,249999.9842
1350,3683,4,1999.999937,249999.9842
1351,3794,4,1999.999937,249999.9842
1352,3494,5,2000.000593,250000.1483
1353,3929,4,1999.999937,249999.9842
1354,3629,1,1999.999937,249999.9842
1355,3883,6,1999.999937,249999.9843
1356,3575,8,1999.999937,249999.9843
1357,3445,8,1999.999937,249999.9842
1358,3671,2,1999.999937,249999.9842
1359,3631,2,1999.999937,249999.9842
1360,3563,5,1999.999937,249999.9842
1361,3496,2,2000.000593,250000.1483
1362,3512,1,2000.000593,250000.1483
1363,3814,3,1999.999937,249999.9842
1364,3579,6,1999.999937,249999.9842
1365,3595,1,1999.999937,249999.9842
1366,3681,3,1999.999937,249999.9842
1367,3714,1,1999.999937,249999.9842
1368,3549,2,1999.999937,249999.9842
1369,3416,2,1999.999937,249999.9842
1370,3821,1,1999.999937,249999.9842
1371,3779,1,1999.999937,249999.9842
1372,3925,5,1999.999937,249999.9842
1373,3507,5,2000.000593,250000.1483
1374,3838,10,1999.999937,249999.9842
1375,3558,1,1999.999937,249999.9842
1376,3624,1,1999.999937,249999.9842
1377,3640,3,1999.999937,249999.9842
1378,3710,1,1999.999937,249999.9842
1379,3426,2,1999.999937,249999.9842
1380,3565,6,1999.999937,249999.9842
1381,3634,6,2000.000593,250000.1483
1382,3741,1,1999.999937,249999.9842
1383,3511,3,2000.000593,250000.1483
1384,3932,3,1999.999937,249999.9842
1385,3791,2,1999.999937,249999.9842
1386,3433,2,2000.000593,250000.1483
1387,3604,1,1999.999937,249999.9842
1388,3560,2,1999.999937,249999.9842
1389,3587,1,1999.999937,249999.9842
1390,3665,2,1999.999937,249999.9842
1391,3825,1,1999.999937,249999.9842
1392,3497,4,2000.001249,250000.3123
1393,3550,1,2000.000593,250000.1483
1394,3635,3,1999.999937,249999.9842
1395,3527,1,2000.000593,250000.1483
1396,3513,4,2000.000593,250000.1483
1397,3405,2,1999.999937,249999.9842
1398,3503,2,2000.000593,250000.1483
1399,3840,7,1999.999937,249999.9842
1400,3792,4,1999.999937,249999.9842
1401,3870,1,1999.999937,249999.9843
1402,3577,1,2000.000593,250000.1483
1403,3731,2,1999.999937,249999.9842
1404,3596,3,1999.999937,249999.9842
1405,3887,2,1999.999937,249999.9843
1406,3453,3,1999.999937,249999.9842
1407,3767,1,1999.999937,249999.9842
1408,3917,1,1999.999937,249999.9842
1409,3786,5,1999.999937,249999.9842
1410,3574,3,1999.999937,249999.9842
1411,3606,2,1999.999937,249999.9842
1412,3508,5,2000.000593,250000.1483
1413,3694,8,1999.999937,249999.9842
1414,3740,3,1999.999937,249999.9842
1415,3869,1,1999.999937,249999.9843
1416,3674,1,1999.999937,249999.9842
1417,3726,3,1999.999937,249999.9842
1418,3765,2,1999.999937,249999.9842
1419,3499,3,2000.000593,250000.1483
1420,3689,19,1999.999937,249999.9842
1421,3761,2,1999.999937,249999.9842
1422,3682,3,1999.999937,249999.9842
1423,3777,1,1999.999937,249999.9842
1424,3744,1,1999.999937,249999.9842
1425,3442,1,1999.999937,249999.9842
1426,3795,6,1999.999937,249999.9842
1427,3633,3,1999.999937,249999.9842
1428,3621,3,1999.999937,249999.9842
1429,3440,5,1999.999937,249999.9842
1430,3455,2,1999.999937,249999.9843
1431,3881,2,1999.999937,249999.9843
1432,3692,9,1999.999937,249999.9842
1433,3530,1,2000.000593,250000.1483
1434,3556,2,1999.999937,249999.9842
1435,3878,8,1999.999937,249999.9843
1436,3709,1,1999.999937,249999.9842
1437,3567,1,1999.999937,249999.9842
1438,3573,3,1999.999937,249999.9842
1439,3456,3,1999.999937,249999.9842
1440,3449,2,1999.999937,249999.9842
1441,3687,4,2000.000593,250000.1483
1442,3836,8,1999.999937,249999.9843
1443,3880,5,2000.000593,250000.1483
1444,3623,2,1999.999937,249999.9842
1445,3660,1,1999.999937,249999.9842
1446,3628,8,1999.999937,249999.9842
1447,3706,2,1999.999937,249999.9842
1448,3688,12,1999.999937,249999.9842
1449,3737,5,1999.999937,249999.9842
