OBJECTID1,OBJECTID,COUNT,SHAPE_Length,SHAPE_Area
306,1438,1,1999.999937,249999.9842
307,1504,3,1999.999937,249999.9842
308,1597,2,2000.000593,250000.1483
309,1650,1,1999.999937,249999.9842
310,1334,1,1999.999937,249999.9842
311,1366,3,1999.999937,249999.9842
312,1519,1,1999.999937,249999.9842
313,1684,1,1999.999937,249999.9842
314,1583,1,2000.000593,250000.1483
315,1645,1,1999.999937,249999.9842
316,1289,2,1999.999937,249999.9842
317,1292,1,1999.999937,249999.9842
318,1413,1,1999.999937,249999.9842
319,1154,1,1999.999937,249999.9842
320,1175,1,1999.999937,249999.9842
321,1515,6,1999.999937,249999.9843
322,1602,1,2000.000593,250000.1483
323,1294,5,1999.999937,249999.9842
324,1546,1,2000.000593,250000.1483
325,1349,1,1999.999937,249999.9842
326,1658,1,1999.999937,249999.9842
327,1481,2,1999.999937,249999.9842
328,1392,2,1999.999937,249999.9842
329,1445,1,1999.999937,249999.9842
330,1253,1,1999.999937,249999.9842
331,1657,3,1999.999937,249999.9843
332,1291,1,1999.999937,249999.9842
333,1590,1,2000.000593,250000.1483
334,1665,2,1999.999937,249999.9842
335,1379,7,1999.999937,249999.9842
336,1631,2,1999.999937,249999.9842
337,1550,4,2000.000593,250000.1483
338,1273,2,1999.999937,249999.9842
339,1576,1,2000.000593,250000.1483
340,1666,3,1999.999937,249999.9842
341,1537,1,2000.000593,250000.1483
342,1374,1,1999.999937,249999.9842
343,1302,1,2000.000593,250000.1483
344,1584,1,2000.000593,250000.1483
345,1524,1,1999.999937,249999.9842
346,1158,1,1999.999937,249999.9842
347,1266,1,1999.999937,249999.9842
348,1459,1,1999.999937,249999.9842
349,1390,1,1999.999937,249999.9842
350,1544,1,2000.000593,250000.1483
351,1589,2,2000.001249,250000.3123
352,1239,4,1999.999937,249999.9842
353,1345,2,1999.999937,249999.9842
354,1455,1,1999.999937,249999.9842
355,1494,1,1999.999937,249999.9842
356,1406,2,1999.999937,249999.9842
357,1314,1,1999.999937,249999.9842
358,1386,1,1999.999937,249999.9842
359,1212,3,1999.999937,249999.9842
360,1644,5,1999.999937,249999.9842
361,1218,1,1999.999937,249999.9842
362,1196,2,1999.999937,249999.9842
363,1248,1,1999.999937,249999.9842
364,1574,1,2000.000593,250000.1483
365,1611,1,1999.999937,249999.9842
366,1297,3,1999.999937,249999.9842
367,1148,1,1999.999937,249999.9842
368,1668,2,1999.999937,249999.9842
369,1290,1,1999.999937,249999.9842
370,1542,1,2000.000593,250000.1483
371,1141,1,1999.999937,249999.9842
372,1506,2,1999.999937,249999.9842
373,1315,1,1999.999937,249999.9842
374,1621,1,1999.999937,249999.9842
375,1288,3,1999.999937,249999.9842
376,1651,1,1999.999937,249999.9842
377,1364,2,1999.999937,249999.9842
378,1453,1,1999.999937,249999.9842
379,1221,2,1999.999937,249999.9842
380,1520,2,1999.999937,249999.9842
381,1262,2,1999.999937,249999.9842
382,1560,5,2000.000593,250000.1483
383,1375,1,1999.999937,249999.9842
384,1425,1,1999.999937,249999.9842
385,1486,2,1999.999937,249999.9842
386,1254,5,1999.999937,249999.9842
387,1348,1,1999.999937,249999.9842
388,1555,1,2000.000593,250000.1483
389,1144,1,1999.999937,249999.9842
390,1698,1,1999.999937,249999.9842
391,1662,1,1999.999937,249999.9842
392,1562,1,2000.000593,250000.1483
393,1146,1,1999.999937,249999.9842
394,1210,3,1999.999937,249999.9842
395,1685,2,1999.999937,249999.9842
396,1646,3,1999.999937,249999.9842
397,1187,1,1999.999937,249999.9842
398,1228,9,1999.999937,249999.9842
399,1178,5,1999.999937,249999.9842
400,1269,2,1999.999937,249999.9842
401,1308,1,1999.999937,249999.9842
402,1377,1,1999.999937,249999.9842
403,1654,1,1999.999937,249999.9842
404,1460,1,1999.999937,249999.9842
405,1256,2,1999.999937,249999.9842
406,1147,2,1999.999937,249999.9842
407,1332,3,1999.999937,249999.9842
408,1153,2,1999.999937,249999.9843
409,1179,1,1999.999937,249999.9842
410,1448,1,1999.999937,249999.9842
411,1435,3,1999.999937,249999.9842
412,1591,1,2000.000593,250000.1483
413,1267,1,1999.999937,249999.9842
414,1545,1,2000.000593,250000.1483
415,1496,1,1999.999937,249999.9842
416,1303,3,1999.999937,249999.9842
417,1505,1,1999.999937,249999.9842
418,1561,3,2000.000593,250000.1483
419,1161,1,1999.999937,249999.9842
420,1652,2,1999.999937,249999.9842
421,1156,3,1999.999937,249999.9842
422,1236,2,1999.999937,249999.9842
423,1593,1,2000.000593,250000.1483
424,1398,2,1999.999937,249999.9842
425,1587,1,2000.000593,250000.1483
426,1149,1,1999.999937,249999.9842
427,1599,1,2000.000593,250000.1483
428,1411,1,2000.000593,250000.1483
429,1352,2,1999.999937,249999.9842
430,1249,1,1999.999937,249999.9842
431,1391,1,1999.999937,249999.9842
432,1512,1,1999.999937,249999.9842
433,1588,1,2000.000593,250000.1483
434,1470,1,1999.999937,249999.9842
435,1388,1,1999.999937,249999.9842
436,1397,1,1999.999937,249999.9842
437,1452,1,1999.999937,249999.9842
438,1324,1,1999.999937,249999.9842
439,1274,1,1999.999937,249999.9842
440,1569,1,2000.000593,250000.1483
441,1663,1,1999.999937,249999.9842
442,1640,1,1999.999937,249999.9842
443,1605,1,1999.999937,249999.9842
444,1233,1,1999.999937,249999.9842
445,1373,1,1999.999937,249999.9842
446,1372,2,1999.999937,249999.9842
447,1325,1,1999.999937,249999.9842
448,1477,1,1999.999937,249999.9842
449,1331,2,1999.999937,249999.9842
450,1607,1,1999.999937,249999.9842
451,1513,5,1999.999937,249999.9842
452,1285,1,1999.999937,249999.9842
453,1529,1,1999.999937,249999.9842
454,1582,1,2000.000593,250000.1483
455,1199,1,1999.999937,249999.9842
456,1232,2,1999.999937,249999.9842
457,1933,2,1999.999937,249999.9842
458,2117,1,1999.999937,249999.9842
459,2185,1,1999.999937,249999.9843
460,2095,4,1999.999937,249999.9842
461,1780,1,1999.999937,249999.9842
462,1784,1,1999.999937,249999.9842
463,1939,1,1999.999937,249999.9842
464,1722,1,1999.999937,249999.9842
465,2144,2,2000.000593,250000.1483
466,1730,1,1999.999937,249999.9842
467,1868,1,1999.999937,249999.9843
468,1941,2,1999.999937,249999.9842
469,2222,2,1999.999937,249999.9842
470,1957,2,1999.999937,249999.9842
471,1725,1,1999.999937,249999.9842
472,1954,3,1999.999937,249999.9842
473,1817,2,1999.999937,249999.9842
474,1918,5,2000.000593,250000.1483
475,1783,1,1999.999937,249999.9842
476,1726,1,1999.999937,249999.9842
477,1727,2,1999.999937,249999.9842
478,1808,1,1999.999937,249999.9842
479,2135,4,1999.999937,249999.9842
480,2175,1,1999.999937,249999.9842
481,2004,3,1999.999937,249999.9843
482,2006,1,1999.999937,249999.9843
483,2057,1,1999.999937,249999.9843
484,2252,1,1999.999937,249999.9842
485,2165,2,1999.999937,249999.9843
486,2003,3,1999.999937,249999.9843
487,2033,1,1999.999937,249999.9842
488,2134,5,1999.999937,249999.9842
489,1991,1,1999.999937,249999.9843
490,2093,1,1999.999937,249999.9842
491,1826,1,1999.999937,249999.9842
492,1708,1,1999.999937,249999.9842
493,1967,1,1999.999937,249999.9842
494,1864,1,1999.999937,249999.9842
495,1955,4,1999.999937,249999.9842
496,1865,2,1999.999937,249999.9842
497,2209,2,2000.000593,250000.1483
498,2198,1,1999.999937,249999.9842
499,2189,1,1999.999937,249999.9842
500,1765,6,1999.999937,249999.9842
501,1961,1,1999.999937,249999.9842
502,1799,1,1999.999937,249999.9842
503,2208,3,1999.999937,249999.9843
504,1769,3,1999.999937,249999.9842
505,2206,3,1999.999937,249999.9842
506,2262,3,1999.999937,249999.9842
507,1917,1,1999.999937,249999.9842
508,2188,2,1999.999937,249999.9842
509,1871,1,1999.999937,249999.9842
510,1753,1,1999.999937,249999.9842
511,2265,3,1999.999937,249999.9842
512,2024,1,1999.999937,249999.9842
513,2190,2,1999.999937,249999.9842
514,1776,2,1999.999937,249999.9842
515,2016,1,1999.999937,249999.9843
516,1896,2,1999.999937,249999.9843
517,2119,3,1999.999937,249999.9842
518,2180,2,1999.999937,249999.9842
519,1921,6,1999.999937,249999.9842
520,2216,1,1999.999937,249999.9842
521,2063,8,1999.999937,249999.9842
522,1850,1,1999.999937,249999.9842
523,2094,1,1999.999937,249999.9842
524,1711,1,1999.999937,249999.9842
525,1879,1,1999.999937,249999.9842
526,1732,1,1999.999937,249999.9842
527,2187,8,2000.000593,250000.1483
528,1952,3,1999.999937,249999.9842
529,2096,3,1999.999937,249999.9842
530,1782,2,1999.999937,249999.9842
531,2001,1,1999.999937,249999.9843
532,2231,1,1999.999937,249999.9842
533,1715,1,1999.999937,249999.9842
534,1724,1,1999.999937,249999.9842
535,2052,6,1999.999937,249999.9842
536,1788,1,1999.999937,249999.9842
537,1956,2,1999.999937,249999.9842
538,1731,1,1999.999937,249999.9842
539,2019,1,1999.999937,249999.9843
540,2264,3,1999.999937,249999.9842
541,1982,4,1999.999937,249999.9843
542,2176,2,1999.999937,249999.9842
543,2148,1,1999.999937,249999.9842
544,1893,5,1999.999937,249999.9842
545,1912,2,1999.999937,249999.9842
546,1812,1,1999.999937,249999.9842
547,2018,1,1999.999937,249999.9843
548,1772,1,1999.999937,249999.9842
549,2068,1,1999.999937,249999.9842
550,2221,5,1999.999937,249999.9842
551,1969,1,1999.999937,249999.9842
552,1785,5,1999.999937,249999.9842
553,1892,7,1999.999937,249999.9842
554,2059,2,2000.000593,250000.1483
555,2137,3,1999.999937,249999.9842
556,1820,2,1999.999937,249999.9843
557,2230,1,2000.000593,250000.1483
558,2263,4,1999.999937,249999.9842
559,1814,1,1999.999937,249999.9842
560,1873,2,1999.999937,249999.9842
561,1834,1,1999.999937,249999.9842
562,1960,1,1999.999937,249999.9842
563,2060,1,1999.999937,249999.9842
564,2234,6,1999.999937,249999.9842
565,2212,1,1999.999937,249999.9842
566,1872,1,1999.999937,249999.9842
567,1789,1,1999.999937,249999.9842
568,2182,1,1999.999937,249999.9842
569,2138,4,1999.999937,249999.9842
570,1890,1,1999.999937,249999.9842
571,2078,1,1999.999937,249999.9842
572,2223,3,1999.999937,249999.9842
573,2002,4,1999.999937,249999.9843
574,1849,1,1999.999937,249999.9842
575,1962,2,1999.999937,249999.9843
576,2083,2,1999.999937,249999.9842
577,1940,1,1999.999937,249999.9842
578,2077,1,1999.999937,249999.9842
579,2012,1,1999.999937,249999.9843
580,2064,2,1999.999937,249999.9842
581,1866,2,1999.999937,249999.9842
582,2139,1,1999.999937,249999.9842
583,2217,3,1999.999937,249999.9842
584,1713,2,1999.999937,249999.9842
585,2240,2,1999.999937,249999.9842
586,1851,1,1999.999937,249999.9842
587,1861,1,1999.999937,249999.9842
588,1822,1,2000.000593,250000.1483
589,1919,1,1999.999937,249999.9842
590,1899,3,1999.999937,249999.9842
591,2210,1,1999.999937,249999.9842
592,1910,3,1999.999937,249999.9842
593,2069,1,1999.999937,249999.9842
594,1875,5,1999.999937,249999.9842
595,1819,1,1999.999937,249999.9842
596,2124,3,1999.999937,249999.9843
597,2225,2,1999.999937,249999.9842
598,2058,3,1999.999937,249999.9842
599,1828,1,1999.999937,249999.9842
600,2092,1,1999.999937,249999.9842
601,1908,1,1999.999937,249999.9842
602,2178,4,1999.999937,249999.9842
603,2250,7,1999.999937,249999.9842
604,1914,2,1999.999937,249999.9842
605,2159,1,1999.999937,249999.9842
606,1915,2,1999.999937,249999.9842
607,2015,1,1999.999937,249999.9843
608,2218,3,1999.999937,249999.9842
609,1809,1,1999.999937,249999.9842
610,1858,3,1999.999937,249999.9842
611,1741,5,1999.999937,249999.9842
612,2146,1,1999.999937,249999.9842
613,2219,2,1999.999937,249999.9842
614,1810,2,1999.999937,249999.9842
615,1869,1,1999.999937,249999.9842
616,1987,1,1999.999937,249999.9843
617,1714,3,1999.999937,249999.9842
618,1811,3,1999.999937,249999.9842
619,2103,1,1999.999937,249999.9842
620,2048,1,1999.999937,249999.9842
621,1989,2,1999.999937,249999.9843
622,1816,1,1999.999937,249999.9842
623,2011,4,1999.999937,249999.9843
624,1710,1,1999.999937,249999.9842
625,1818,2,1999.999937,249999.9842
626,1728,1,1999.999937,249999.9842
627,1771,1,1999.999937,249999.9842
628,2051,4,1999.999937,249999.9842
629,2133,4,1999.999937,249999.9842
630,1860,1,1999.999937,249999.9842
631,2220,5,1999.999937,249999.9842
632,1766,1,1999.999937,249999.9842
633,2126,2,1999.999937,249999.9842
634,2099,2,1999.999937,249999.9842
635,2062,3,1999.999937,249999.9842
636,1770,3,1999.999937,249999.9842
637,2010,1,1999.999937,249999.9843
638,1963,1,1999.999937,249999.9842
639,2007,1,1999.999937,249999.9843
640,1859,3,1999.999937,249999.9842
641,1874,2,1999.999937,249999.9842
642,2164,1,1999.999937,249999.9842
643,1825,1,1999.999937,249999.9842
644,2235,1,1999.999937,249999.9842
645,2256,1,1999.999937,249999.9842
646,2254,1,1999.999937,249999.9843
647,2120,3,1999.999937,249999.9842
648,2238,2,1999.999937,249999.9842
649,1929,3,1999.999937,249999.9842
650,1823,1,1999.999937,249999.9842
651,1965,5,1999.999937,249999.9842
652,2142,1,1999.999937,249999.9843
653,2162,1,1999.999937,249999.9842
654,1720,1,1999.999937,249999.9842
655,1841,3,1999.999937,249999.9842
656,2708,1,1999.999937,249999.9842
657,2700,1,1999.999937,249999.9842
658,2716,1,1999.999937,249999.9842
659,2425,5,1999.999937,249999.9842
660,2364,3,1999.999937,249999.9842
661,2308,1,1999.999937,249999.9842
662,2501,1,1999.999937,249999.9842
663,2527,3,1999.999937,249999.9842
664,2375,3,1999.999937,249999.9842
665,2397,3,1999.999937,249999.9842
666,2392,1,2000.000593,250000.1483
667,2794,1,1999.999937,249999.9842
668,2567,5,1999.999937,249999.9842
669,2827,2,1999.999937,249999.9842
670,2359,1,1999.999937,249999.9842
671,2693,1,1999.999937,249999.9842
672,2294,2,1999.999937,249999.9842
673,2387,1,1999.999937,249999.9842
674,2438,1,1999.999937,249999.9842
675,2805,4,1999.999937,249999.9842
676,2400,1,1999.999937,249999.9842
677,2709,2,1999.999937,249999.9842
678,2629,1,1999.999937,249999.9842
679,2269,2,1999.999937,249999.9842
680,2741,1,1999.999937,249999.9843
681,2800,4,2000.000593,250000.1483
682,2502,2,1999.999937,249999.9842
683,2420,2,1999.999937,249999.9842
684,2808,1,1999.999937,249999.9842
685,2545,2,1999.999937,249999.9842
686,2636,3,1999.999937,249999.9842
687,2296,1,1999.999937,249999.9842
688,2831,4,1999.999937,249999.9842
689,2744,1,1999.999937,249999.9842
690,2494,1,1999.999937,249999.9842
691,2280,1,1999.999937,249999.9842
692,2649,1,1999.999937,249999.9842
693,2607,4,2000.000593,250000.1483
694,2714,1,1999.999937,249999.9842
695,2766,2,1999.999937,249999.9842
696,2352,1,1999.999937,249999.9842
697,2692,1,1999.999937,249999.9842
698,2320,12,1999.999937,249999.9843
699,2396,5,1999.999937,249999.9842
700,2305,2,1999.999937,249999.9842
701,2444,2,1999.999937,249999.9842
702,2624,3,2000.000593,250000.1483
703,2455,3,1999.999937,249999.9842
704,2325,1,1999.999937,249999.9842
705,2602,3,2000.000593,250000.1483
706,2516,3,1999.999937,249999.9842
707,2476,1,1999.999937,249999.9842
708,2452,2,1999.999937,249999.9842
709,2404,2,1999.999937,249999.9842
710,2710,1,1999.999937,249999.9842
711,2484,2,1999.999937,249999.9842
712,2500,5,1999.999937,249999.9842
713,2819,1,1999.999937,249999.9842
714,2506,1,1999.999937,249999.9842
715,2782,1,1999.999937,249999.9842
716,2522,1,1999.999937,249999.9842
717,2759,1,1999.999937,249999.9842
718,2436,3,1999.999937,249999.9842
719,2531,3,1999.999937,249999.9842
720,2753,1,1999.999937,249999.9842
721,2813,4,1999.999937,249999.9842
722,2482,2,1999.999937,249999.9842
723,2654,1,1999.999937,249999.9842
724,2585,2,2000.000593,250000.1483
725,2833,1,1999.999937,249999.9842
726,2803,1,1999.999937,249999.9842
727,2401,4,1999.999937,249999.9842
728,2496,1,1999.999937,249999.9842
729,2729,3,1999.999937,249999.9842
730,2537,2,1999.999937,249999.9842
731,2772,1,1999.999937,249999.9842
732,2745,3,1999.999937,249999.9842
733,2712,7,1999.999937,249999.9842
734,2796,1,1999.999937,249999.9842
735,2566,1,1999.999937,249999.9842
736,2327,2,1999.999937,249999.9842
737,2787,1,1999.999937,249999.9842
738,2618,3,1999.999937,249999.9842
